part_number,quantity,guide_parice
EN4113S12NH,10,4.4965
21S12,10,4.4965
DHS273-200.50,10,4.4965
A0021-21S12,10,4.4965
EN4113S18NH,1,8.568
DHS775-220.045,1,57.732
DHS775-220-045,1,57.732
DHS756-132B1025,5,7.48
DHS756-132.128,5,7.48
ENINT10-25,5,7.48
MBBN3318-16-55-250,1,88.893
3318-16-55-250,1,88.893
23112TK040X,1,5.423
993503-056,1,7.361
22125BC040028L,10,2.193
L22125-40-28BCL,10,2.193
6492A0020-18,1,3.4935
AS3209-132,20,3.74
M83248/1-132,20,3.74
DHS751-160.64,10,21.6495
DHS751-160-64,10,21.6495
DHS751-160.60,10,3.196
DHS751-160-60,10,3.196
EN4165A20-221BB,1,23.783
SIMM2022SB,1,23.783
DMC-M20-22BB,1,23.783
DMC-M20-22SB090,1,23.783
EN4165A20-221CB,1,12.0105
DMC-M20-22BC,1,12.0105
DMC-M20-22SC090,1,12.0105
DMCM20-22BC,1,12.0105
EN4165A20-221DB,1,30.09
MBBN3330U2022SD,1,30.09
SIMM2022SD,1,30.09
DMC-M20-22BD,1,30.09
NSA936501TA1602,5,4.046
936501-TA1602,5,4.046
SLN40643M16X1RH,1,74.069
62007,2,12.2315
83109IW2FY,2,57.4515
831090IW2FY,2,57.4515
7X315-61D6,1,101.0055
NAS1919B04S02U,1,1.4705
EN2023S25E,1,277.236
RE25,1,277.236
DHS613-591.41,1,19.652
DHS613-591-41,1,19.652
741 VN 06,1,19.652
741PN06,1,19.652
74741PN06,1,19.652
DHS613-592.01,2,17.272
DHS613-592-01,2,17.272
NSA5319-05-025,100,1.768
5319-05-025,100,1.768
E3X25,100,1.768
360PS01A5A,1,211.8455
ASNA0078E504,10,3.315
CR3523-5-4,10,3.315
ASNA0078C504,10,3.315
CR3523P5-4,10,3.315
E27619U40UMUF,5,1.037
1512566,5,1.037
27619U45UMUF,5,1.037
E27619U45UMUF,5,1.037
EN4113S03NH,5,3.2725
21S03,5,3.2725
A0021-21S03,5,3.2725
EN4113V43NH,2,11.0925
21F43,2,11.0925
DHS613-595.07,20,1.632
DHS613-595-07,20,1.632
R13312,20,1.632
ASNA0185-121A,1,125.919
MMB12,1,125.919
EN2240-422F,1,6.2135
ASNA0021-35G06,10,2.7115
DHS273-200.05,10,2.7115
A0021-35G06,10,2.7115
35G6,10,2.7115
ASNA0021-35G08,10,2.8305
A0021-35G08,10,2.8305
35G8,10,2.8305
EN4113S30NH,10,7.7435
A0021-21S30,10,7.7435
680UN01A01A5,1,176.2475
C6045-14B-ISO,1,885.785
C6045-14BISO,1,885.785
FRF621-009.115,1,11.8235
81810-120-31B8,5,10.2
57303-250,5,9.061
ASNA57303-250,5,9.061
22209BC030008L,10,2.244
L22209-30-8BCL,10,2.244
NSA5319-07-018,200,0.0935
E27489E40-18EMT,200,0.0935
5319-07-018,200,0.0935
E4X18,200,0.0935
ASNA0019-0961,2,107.3465
961,2,107.3465
601145,1,260.0235
ASNA0136-35E2,1,269.484
TRCE35ECG20,1,269.484
EN4113S21NH,10,5.083
A0021-21S21,10,5.083
ASNA0021-21S21,10,5.083
E0449A32,10,5.083
DHS812-419.00,2,4.454
4653 310 022,2,4.454
DHS812-419,2,4.454
DHS812-419-00,2,4.454
ASNA0021-35G10,10,2.9665
A0021-35G10,10,2.9665
35G10,10,2.9665
HB02-N,1,19.2525
23312EP,1,19.2525
23312P,1,19.2525
22201BE050007L,10,5.576
"3,6X12-23B7",10,10.88
12X3-6-23B7,10,10.88
3-6X12-23B7,10,10.88
"1,78X47,34-24B7",1,15.9545
1-78X47-34-24B7,1,15.9545
CA3200-22,10,4.131
3200-22,10,4.131
DHS711-837.11,20,1.037
DHS711-837-11,20,1.037
PS701-6006-174,1,36.6095
DHS751-160.62,10,15.7505
84904T255,6,101.2775
AS41088-255,6,101.2775
EN3419R025007,100,0.153
DIN65444-25070E,100,0.153
EN3155-056M2020,1,15.2065
938151PB2000,1,15.2065
NSA938151PB2000,1,15.2065
M39029/9-135,1,15.2065
EN3155056M2020,1,15.2065
ASN-A3100-8550,1,15.2065
DHS756-132B1115,10,3.4595
DHS756-132-200,10,3.4595
DHS756-132.200,10,3.4595
ENINT11-15,10,3.4595
ASN52320CM030E,10,2.9835
3PH105,10,2.9835
22541P030,10,2.9835
L22541-030P,10,2.9835
ASNA52320CM030E,10,2.9835
3PH10CM,10,2.9835
945UN01E4AA5F,1,332.4095
945UN01Q4AA5A,1,323.816
ASNA0021-15N16,10,2.941
A0021-15N16,10,2.941
15N16,10,2.941
DHS711-713.13,10,1.343
DHS711-713-13,10,1.343
EN3155-017F1212,10,1.394
EN3155017F1212,10,1.394
M39029/92-535,10,1.394
E0252DK1200,10,1.394
E0252DK1601,10,1.394
NSA5319-04-012,100,1.5725
5319-04-012,100,1.5725
E2-5X12,100,1.5725
A0019-0955M,1,62.016
22252TK050014X,10,6.375
660UN01A01A5,1,143.616
EN3645-W5F,1,56.695
EN3645W5F,1,56.695
8655-3148,1,5.4145
A0212CD20E1AR,1,417.5285
CN6MERK,1,417.5285
E25124FB90-4X16,10,8.908
E25123FB90-4X16,10,8.908
E27113B40Q16CCU,10,8.908
EN3645-W3J0,1,85.969
BECRTVW25,1,85.969
EN3645W3J0,1,85.969
EN4113S22NH,5,6.205
A0021-21S22,5,6.205
EN4113S24NH,1,5.542
EN4113S28NH,1,7.2335
51315305028,1,7.2335
A0021-21S28,1,7.2335
"2,46X19,18-23B7",5,10.03
2-46X19-18-23B7,5,10.03
2-46X19-18B237,5,10.03
WB246A01918AT3L,5,10.03
"2,5X15,2-21B6",5,9.775
2-5X15-2-21B6,5,9.775
2-5X15-21B6,5,9.775
A0007-04-03,1,59.8655
A403,1,59.8655
ASNA0007-04-03,1,59.8655
"2,62X52,07-61D6",5,14.1015
52-07X2-62-61D6,5,14.1015
2-62X52-07-61D6,5,14.1015
SR137SF1011A,5,14.1015
EN4165A01-081CA,1,11.322
DMC-M01-08AC,1,11.322
DHS613-261.25,5,12.002
DHS613-261-25,5,12.002
0-20F4,5,12.002
870UN01S4BE7AC,1,182.7075
ASNA0081-303,10,10.2
2403-603,10,10.2
NSA937201MR0400,100,0.357
NSA937201MR0500,100,1.3685
NSA9337201ME0500,100,1.3685
NSA937201MR0700,100,1.3685
NSA937201MR0600,100,1.343
NSA937201MR1200,20,2.482
80983A,1,37.57
DHS756-132B0905,10,1.5725
DHS756-132.41,10,1.5725
ENINT9-5,10,1.5725
21217DB1612,100,0.153
L21217-16-12DB,100,0.153
ASNA0021-31G08,20,3.1705
31G08,20,3.1705
A0021-31G08,20,3.1705
A0023C06R40N-W,1,85.7055
55701C06R40N-W,1,85.7055
51453C6R40N-W,1,85.7055
L22111-50-12-5BCL,50,2.0825
22111BC0500125L,50,2.0825
22111BC050050L,10,8.8485
L22111-50-50BCL,10,8.8485
22125BC030040L,10,3.5445
22125BC040030L,20,2.4735
L22125-40-30BCL,20,2.4735
22125BC040032L,20,5.406
L22125-40-32BCL,20,5.406
22125BC040034L,10,6.205
L22125-40-34BCL,10,6.205
22125BC040042L,10,3.995
L22125-40-42BCL,10,3.995
22125BC040038L,20,1.6915
22125BC060028L,10,6.0605
22125BC060058L,10,7.0635
22125BC080048L,10,4.7345
22125BC080104L,1,32.3765
22125BE050014L,1,7.0465
22125BE050016L,20,2.8135
22125BE050022L,10,5.797
22125BE060022L,10,5.78
22125BE070024L,10,6.613
22125TK060032X,10,9.979
22125CE040012,2,1.6405
22125CE050018,10,6.392
DHS411-099.5005,1,10.523
DHS411-099-0030,1,10.523
DHS411-099.0030,1,10.523
DHS411-099.5012,2,10.3785
DHS411-099-0100,2,10.3785
DHS411-099.0100,2,10.3785
DHS411-099.6015,1,11.356
DHS411-099-0290,1,11.356
DHS411-099.0290,1,11.356
55406BC050050L,2,19.193
22201BC050023L,10,3.961
22201BC050025L,10,6.4685
L22201-50-25BCL,10,6.4685
22201BC050048L,2,50.1075
L22201-50-48BCL,2,50.1075
22201BC060025L,5,4.522
L22201-60-25BCL,5,4.522
22201BC060019L,10,6.5705
L22201-60-19BCL,10,6.5705
22201BC060042L,2,10.387
22201BC070007L,1,92.1825
22201BC080022L,10,5.729
L22201-80-22BCL,10,5.729
22201BC080028L,5,9.7665
22201BC100008L,10,7.752
L22201-100-8BCL,10,7.752
22208BC040026L,20,2.1335
L22208-40-26BCL,20,2.1335
22208BC040024L,10,2.0315
22208BC040030L,10,3.2725
22208BC060040L,10,5.287
L22208-60-40BCL,10,5.287
22208BC060052L,10,6.137
22208BC080010L,10,3.774
22208BC100016L,1,16.4135
951901BC040008L,10,2.1165
951901-040-008BCL,10,2.1165
951901-40-8BCL,10,2.1165
951901BC050014L,1,7.4375
951901-50-14BCL,1,7.4375
22201BE050010L,10,1.411
22201BE050026L,10,6.528
22201BE060042L,10,7.259
22201BE060046L,10,8.959
22201TK050016X,1,12.4185
22201TK050017X,2,11.9085
L22201-50-17TKX,2,11.9085
22201TK050023X,2,3.06
22201TK050026X,10,9.792
22201TK060025X,1,13.0135
22201CE050003,10,8.772
22208CM040012E,5,8.7465
22129BC050040L,1,18.037
22129BC050114L,10,20.332
22129BC060028L,10,13.107
22129BC060036L,10,13.838
22129BC060040L,10,14.739
22129BC080024L,10,14.739
22129BE080030L,10,15.3765
L22129-80-30BEL,10,15.3765
22129BE080034L,5,17.527
L22129-80-34BEL,5,17.527
22129BE080040L,10,16.9065
L22129-80-40BEL,10,16.9065
22129BE080054L,10,16.2775
"HKZCAR6X42,5",10,20.264
51103P60-42-5BCL,10,20.264
22126BC040008L,10,0.7225
22126BC040020L,10,6.5365
L22126-40-20BCL,10,6.5365
22126BC060018L,10,4.9215
22126BC080016L,10,6.6895
22202BC050006L,10,8.9675
L22202-50-6BCL,10,8.9675
22202BC050015L,10,9.673
L22202-50-15BCL,10,9.673
22202BC050018L,10,4.5305
22202BC060004L,10,0.9095
L22202-60-4BCL,10,0.9095
22202BC060005L,10,9.2565
L22202-60-5BCL,10,9.2565
22202BC060006L,10,9.163
L22202-60-6BCL,10,9.163
22202BC060012L,10,4.2585
22202BC060008L,10,9.4945
L22202-60-8BCL,10,9.4945
22202BC060016L,10,10.1915
22202BC060054L,10,15.47
22202BC080009L,5,9.1205
L22202-80-9BCL,5,9.1205
22202BC080010L,10,6.0095
L22202-80-10BCL,10,6.0095
22209BC040006L,10,2.1675
22209BC040008L,10,2.3205
22209BC040012L,10,2.652
L22209-40-12BCL,10,2.652
22209BC040024L,10,3.621
22209BC050006L,10,2.414
22209BC050018L,10,3.519
L22209-50-18BCL,10,3.519
22209BC060020L,10,4.233
22209BC060056L,10,4.233
22202BE060017L,10,11.509
22202BE060034L,10,12.6055
22202BE080018L,1,16.1755
22202BE100012L,10,12.8435
22126BE060030L,10,8.8485
22126BE080064L,10,18.853
22202TK120065X,1,39.882
22293AG025008U,10,6.97
L22293-25-8AGU,10,6.97
22293BC020020L,5,2.023
22296AG040012U,2,25.5085
L22296-40-12AGU,2,25.5085
22296BC050020L,2,13.855
22220BE050016L,5,8.789
22220BE050014L,10,6.6725
22220BE060018L,5,11.7385
22220TK050020X,1,12.359
22294AG025008U,10,4.4965
L22294-25-8AGU,10,4.4965
22294BC030008L,10,6.647
22271BC030024L,10,1.938
L22271-30-24BCL,10,1.938
22271BC040022L,10,2.363
L22271-40-22BCL,10,2.363
22271BC040038L,10,3.1705
L22271-40-38BCL,10,3.1705
22271BC040044L,10,3.383
22271BC040056L,10,5.9755
22271BC050048L,10,4.5985
22272BC030004L,10,1.275
L22272-30-4BCL,10,1.275
22272BC030018L,10,1.819
L22272-30-18BCL,10,1.819
22272BC050030L,10,3.1195
22272BC030034L,1,4.505
22272BC050032L,10,3.247
22272BC050044L,10,3.8505
22272BC050048L,10,4.0205
L22272-50-48BCL,10,4.0205
22272BC060010L,10,2.363
L22272-60-10BCL,10,2.363
22271BC050014T,2,7.4375
L22271-50-14BCT,2,7.4375
22271DG040016C,20,3.808
22271TK040012X,2,5.338
L22271-40-12TKX,2,5.338
22271CE060022,10,3.451
22271CE050022,10,4.233
22273CE040032,1,6.936
22273CE050008,20,1.5385
22181BC040010L,20,1.394
L22181-40-10BCL,20,1.394
22291BC020012L,20,7.548
E25124FB90-4X10,10,7.82
YSQ1ZH040010APA,10,7.82
E25123FB90-4X10,10,7.82
E27113FB90-4X10,10,7.82
E25124FB90-4X12,10,8.33
E27113FB90-4X12,10,8.33
YSQ1ZH040012APA,10,8.33
E25123FB90-4X12,10,8.33
E25124FB90-4X12*,10,8.33
E25124FB90-4X20,10,9.503
E27113FB90-4X20,10,9.503
E25123FB90-4X20,10,9.503
E25124FB90-4X25,10,10.2
E27124FB90-4X25,10,10.2
E25123FB90-4X25,10,10.2
22251BC030028L,5,3.791
22251BC040034L,5,4.42
L22251-40-34BCL,5,4.42
22251BC050038L,10,5.5165
22251BC050042L,10,3.825
22251BC050056L,10,6.97
22251BC050060L,10,7.65
22251BC060032L,10,3.8675
22256BC030006L,10,7.2335
L22256-30-6BCL,10,7.2335
22252BC050026L,10,5.1425
L22252-50-26BCL,10,5.1425
22252BC050028L,10,5.032
L22252-50-28BCL,10,5.032
22252BC050036L,10,6.2815
L22252-50-36BCL,10,6.2815
22252BC050050L,5,6.596
22252BC060005L,10,3.604
L22252-60-5BCL,10,3.604
22252BC060014L,10,3.2215
22252BC060026L,10,6.392
22256BC060016T,10,6.9445
22256TK040008X,10,4.216
22256TK040-008X,10,4.216
22252TK050024X,1,10.2935
22251TK040022X,1,7.361
L22251-40-22TKX,1,7.361
22251TK040030X,1,8.534
22251CE050016,10,3.23
22251CE050018,10,3.4425
22251CE050020,10,3.4765
22232BE080026L,1,12.58
ATQ1BC030006UL,2,18.5725
ATQ1BC030-006UL,2,18.5725
51212-30-6BCL,2,18.5725
E27160F90HC5X25,10,5.9585
E27160-50M25QKUL,10,5.9585
E27160F90HC5X18,10,4.8365
E27160-050M018QKUL,10,4.8365
E27160-50M18QLUL,10,4.8365
E27160F90HC5X18*,10,4.8365
TF90-5X18-35NC6,10,4.8365
A0164TK040S014X,10,4.352
A0164TK040014X,10,4.352
ASNA0164TK040S014X,10,4.352
A0164TK040S018X,2,7.6415
A0164TK040018X,2,7.6415
A0164TK040S020X,10,4.862
A0164TK040020X,10,4.862
A0164TK040S022X,10,4.7175
A0164TK040022X,10,4.7175
A0164TK050S006X,5,5.6185
A0164TK05006X,5,5.6185
A0164TK050030X,10,10.2595
ASNA0164TK050030X,10,10.2595
22441BC180L,10,7.5905
L22441-180BCL,10,7.5905
52337-220BCL,1,18.054
22453BC040L,1,7.939
L22453-40BCL,1,7.939
18150CNA101,1,90.049
18CNA101,1,90.049
DHS439-111.35,1,161.8995
DHS439-111-35,1,161.8995
3P6NYLSTOP,10,3.196
DHS433-141.10,10,6.307
DHS433-141-10,10,6.307
10PA106,10,6.307
ASNA0044BC140L,2,18.0455
14TCR106,2,18.0455
52346-140BCL,2,18.0455
ASNA0044-140BCL,2,18.0455
ASN52345CM050E,10,8.2705
22517CM50E,10,8.2705
52345CM050E,10,8.2705
5080DHE7-10CM,10,8.2705
22512-050,100,0.6205
52349BF050N,100,0.6205
5RH8035M,100,0.6205
22512-060,10,0.969
ASN52320CM040E,10,3.74
22541P040,10,3.74
4070PH105AM,10,3.74
52358CCM060E,10,9.333
52348-40-1,2,14.773
52360CBD060N,10,4.692
6SF6009M,10,4.692
52354CBD040N,10,2.4735
52354BD040N,10,2.4735
4SR3009M,10,2.4735
53120-050-20DHJ,20,4.335
ASNA0082-403,10,15.98
21010803,10,15.98
2401-0803,10,15.98
54207-249-03-1L,10,15.98
A0082-403,10,15.98
ASNA0078A503,10,2.7965
CR3213-5-3,10,2.7965
ASNA0078A505,10,2.992
CR3213-5-5,10,2.992
A0078A505,10,2.992
ASNA0078A402X,20,2.448
ASN-A0078A402X,20,2.448
CR3243-4-2,20,2.448
ASNA0080-405A,100,0.6545
CR4193W4-1,100,0.6545
ASNA0079-409A,20,0.952
4807-0409,20,0.952
ASNA0077A405,5,2.397
CR3212-4-5,5,2.397
A0077A405,5,2.397
ASNA0077A406,10,2.38
CR3212-4-6,10,2.38
ASNA0077A504,20,2.5925
CR3212-5-4,20,2.5925
A0077A504,20,2.5925
ASNA0077A505,20,1.6405
CR3212-5-5,20,1.6405
A0077A505,20,1.6405
ASNA0081-305,10,11.0245
ASNA0081-404,10,12.9625
22719BC040013L,10,9.384
L22719-40-13BCL,10,9.384
22719BC040015L,5,10.693
L22719-40-15BCL,5,10.693
22719BC040016L,10,9.5965
L22719-40-16BCL,10,9.5965
22719BC040028L,1,11.6365
L22719-40-28BCL,1,11.6365
22719BC050026L,5,11.7385
L22719-50-26BCL,5,11.7385
22719BC060019L,10,10.761
L22719-60-19BCL,10,10.761
22719BC050034L,2,7.633
L22719-50-34BCL,2,7.633
22719BC060030L,5,54.5445
L22719-60-30BCL,5,54.5445
22719BC060038L,10,13.634
L22719-60-38BCL,10,13.634
22719BC060040L,2,59.364
L22719-60-40BCL,2,59.364
22719TK100056X,1,37.2385
A0040F050-150C,2,12.24
52502F050-150C,2,12.24
22731BC080039M,5,12.971
L22731-80-39BCM,5,12.971
22731BC100033M,2,35.7595
22731BC100036M,1,39.8055
L22731-100-36BCM,1,39.8055
22731BE080039M,1,33.864
22731BE120039M,1,52.9295
22733BC050003M,2,28.968
L22733-50-3BCM,2,28.968
23112CA040,50,0.3145
23119CA080,10,3.655
23112AG140LE,10,7.565
L23112-140AGL,10,7.565
23134CA180,10,4.5645
XBAX050TL,100,0.7055
E27618G50AJTL,100,0.7055
KAAJ050TLE,100,0.7055
XBAX050TT,100,0.7055
XBAX060TL,100,0.833
E27618G60AJTL,100,0.833
XBAX060TT,100,0.833
984427DG14D,10,4.6155
984427DG16D,10,2.193
E27619U50UMUF,25,2.7455
E27619U55UMUF,25,2.7455
ASNA0024-037-2,10,1.088
57110-037-2,10,1.088
EN2914-10020,10,4.981
23340AK1260LE,1,15.6485
57304-420ADL,20,3.026
57304-0420ADL,20,3.026
23340CD0510,2,3.6805
57304-640ADL,10,5.7885
NSA57304-423ADL,20,1.088
57304-423ADL,20,1.088
57304AD423L,20,1.088
NSA57304-643ADL,20,4.114
57304-643ADL,20,4.114
NSA57304-643,20,4.114
NSA57304-423DHJ,10,2.703
57304-42-30DHJ,10,2.703
57304-423DHJ,10,2.703
57304DH423J,10,2.703
NSA57304-643DHJ,20,2.3205
57304DH643J,20,2.3205
57304-643DHJ,20,2.3205
53507-140ACL,10,6.205
53511-240ACL,5,10.0895
E22307-240,5,10.0895
E22307-240ACL,5,10.0895
A0015G07A30016,25,2.9325
53301-20-020BCL,10,6.2475
53301-20-20BCL,10,6.2475
53301-20-025BCL,5,16.048
53301-20-25BCL,5,16.048
53301-20-030BCL,10,4.7175
53301-20-30BCL,10,4.7175
53301-25-025BCL,2,11.3985
53301-25-25BCL,2,11.3985
23310CA025020,100,0.1445
23310CA025030,100,0.187
NSA5319-01-012,100,0.136
5319-01-012,100,0.136
NSA5319-01-015,100,1.4875
5319-01-015,100,1.4875
E1X15,100,1.4875
NSA5319-02-010,50,1.4705
5319-02-010,50,1.4705
E1-5X10,50,1.4705
NSA5319-02-008,10,1.3175
5319-02-008,10,1.3175
NSA5319-02-012,100,1.4705
5319-02-012,100,1.4705
E1-5X12,100,1.4705
NSA5319-03-010,100,1.4875
5319-03-010,100,1.4875
E2X10,100,1.4875
NSA5319-03-012,100,1.513
5319-03-012,100,1.513
E2X12,100,1.513
NSA5319-04-010,100,1.4875
5319-04-010,100,1.4875
E2-5X10,100,1.4875
NSA5319-03-020,50,1.5045
5319-03-020,50,1.5045
E2X20,50,1.5045
NSA5319-04-020,50,1.6575
5319-04-020,50,1.6575
E2-5X20,50,1.6575
NSA5319-07-008,25,3.723
5319-07-008,25,3.723
E4X8,25,3.723
NSA5319-05-030,100,1.87
5319-05-030,100,1.87
NSA5319-05-30,100,1.87
E3X30,100,1.87
NSA5319-07-012,200,0.119
5319-07-012,200,0.119
E4X12,200,0.119
NSA5319-07-010,200,0.085
5319-07-010,200,0.085
E4X10,200,0.085
NSA5319-07-025,100,2.023
5319-07-025,100,2.023
E4X25,100,2.023
NSA5319-07-035,100,0.221
5319-07-035,100,0.221
E4X35,100,0.221
NSA5319-05-035,100,1.938
5319-05-035,100,1.938
E3X35,100,1.938
E3X35FH,100,1.938
NSA5319M02-012,50,1.462
5319M02-012,50,1.462
NSA5319M03-012,100,1.4705
5319M03-012,100,1.4705
NSA5319M09-018,100,0.187
5319M09-018,100,0.187
MS24665-283,100,0.4845
230UN01AA500,1,81.889
123VC01,1,80.393
123VC01-83,1,80.393
DHS775-140.220,1,218.1355
DHS775-140-220,1,218.1355
DHS775-140.120,1,120.564
DHS775-140-120,1,120.564
110VK01B00B20N,1,120.564
110VK01B0SR20NB,1,120.564
DHS775-220.095,1,57.7065
DHS775-220-095,1,57.7065
DHS775-220.075,1,57.681
DHS775-140.244,1,308.7115
DHS775-140-244,1,308.7115
120VK01C00B40N,1,308.7115
DHS772-300.22,1,364.7775
DHS772-300-22,1,364.7775
160PS01A5A,1,364.7775
970UN01A4BA5A,1,162.826
R970UNO1A4BA5A,1,162.826
SES2PL314,1,131.002
EIFH866C01,1,407.983
E1FH866C01,1,407.983
SLR416AM12,1,27.744
57303-400,10,5.542
57303-500,5,12.7415
PMA1020,10,3.757
PM-AR-20,10,3.757
PMAR20,10,3.757
PMB1030,10,4.624
PM-BR-30,10,4.624
PM-BR30,10,4.624
PMBR30,10,4.624
PMB1050,10,2.074
PM-BR-50,10,2.074
PM-BR50,10,2.074
PMBR50,10,2.074
PMA1060,5,6.6555
PM-AR-60,5,6.6555
PM-AR60,5,6.6555
PMAR60,5,6.6555
NSA55148-014,5,9.027
55148-014,5,9.027
12S1-14-1BB,5,9.027
55157-006,1,152.8555
17S4-6AA,1,152.8555
NSA55132-102,5,10.098
55132-102,5,10.098
2600-2,5,10.098
NSA55132-101,5,10.0045
55132-101,5,10.0045
2600-1,5,10.0045
NSA55132-103,10,8.823
55132-103,10,8.823
2600-3,10,8.823
NSA55132-105,10,8.6785
55132-105,10,8.6785
2600-5,10,8.6785
NSA55132-106,5,10.455
55132-106,5,10.455
2600-6,5,10.455
NSA55132-107,5,10.2
55132-107,5,10.2
NA55132-107,5,10.2
2600-7,5,10.2
NSA55132-109,10,8.7975
55132-109,10,8.7975
2600-9,10,8.7975
NSA55132-108,20,7.31
55132-108,20,7.31
2600-8,20,7.31
NSA55193-102,2,13.5575
55193-102,2,13.5575
2600-2K2,2,13.5575
NSA55193-104,5,11.0925
55193-104,5,11.0925
2600-4K,5,11.0925
NSA55193-105,2,16.0735
55193-105,2,16.0735
2600-5K,2,16.0735
NSA55133-003,2,16.15
55133-003,2,16.15
2600-3SW,2,16.15
NSA55132-001,10,8.602
55132-001,10,8.602
2600-1S,10,8.602
NSA55132-004,5,10.2
55132-004,5,10.2
2600-4S,5,10.2
NSA55132-003,5,10.2595
55132-003,5,10.2595
2600-3S,5,10.2595
NSA55132-007,5,10.3785
55132-007,5,10.3785
2600-7S,5,10.3785
NSA55132-009,10,8.7805
55132-009,10,8.7805
2600-9S,10,8.7805
55131-116,20,7.0805
2700-16,20,7.0805
NSA55140-004,5,10.8885
55140-004,5,10.8885
28S11-4,5,10.8885
84406-06,5,20.0685
R5106,5,20.0685
DHS613-263.22,1,4.7175
DHS613-263-22,1,4.7175
016-05,1,4.7175
"1,78X3,68-20B8",5,8.636
1-78X3-68-20B8,5,8.636
JF4-5A20B8,2,10.8205
JF4-19ADF901,1,20.774
JF4-11DF901,1,13.5235
81811-110,10,3.876
BSB11PC851,10,3.876
300.312.2261 B11,10,3.876
DHS813-100.07,10,8.857
DHS813-100-07,10,8.857
DHN1004LUBRIFIANT,10,8.857
DHS813-100.03,10,8.636
DHS813-100-03,10,8.636
DHN1004PROTINCEND,10,8.636
DHS813-101.03,10,8.636
DHS813-101-03,10,8.636
DHN1004FLECHENOIRE,10,8.636
PS701-6132,1,71.536
84303-022DEB,1,141.117
84425-06,1,44.421
84303-210DEB,1,60.6985
14706-01,1,60.6985
508-100-10,1,146.9905
508100,1,146.9905
508100-10,1,146.9905
A0007-04-05,1,63.3505
ASNA0007-04-05,1,63.3505
A405,1,63.3505
BLS4R05NNW,1,63.3505
18-04-05,1,63.3505
A0007-04-07,1,67.1415
ASNA0007-04-07,1,67.1415
A407,1,67.1415
BLS4R07NNW,1,67.1415
350690-3,100,0.3485
350690-1,100,0.3485
3047-97,10,3.808
BJE135,1,75.0295
BJ135,1,75.0295
S29569-323,1,973.0375
DHS793-511.06,1,64.413
DHS793-511-06,1,64.413
1976A109-19,1,64.413
DHS793-511.10,1,64.4555
DHS793-511-10,1,64.4555
1976A109-06,1,64.4555
DHS793-511.20,1,64.056
DHS793-511-20,1,64.056
1976A109-20,1,64.056
DHS793-511.24,1,64.77
DHS793-511-24,1,64.77
1976A109-21,1,64.77
DHS793-511.30,1,65.705
DHS793-511-30,1,65.705
1976A109-01,1,65.705
DHS793-511.35,1,65.705
DHS793-511-35,1,65.705
1976A109-09,1,65.705
DHS793-511.40,1,65.705
DHS793-511-40,1,65.705
1976A109-03,1,65.705
DHS793-511.41,1,64.413
DHS793-511-41,1,64.413
1976A109-04,1,64.413
DHS793-511.42,1,65.705
DHS793-511-42,1,65.705
1976A109-05,1,65.705
DHS793-511.43,1,64.413
DHS793-511-43,1,64.413
1976A109-08,1,64.413
DHS793-511.45,1,65.705
DHS793-511-45,1,65.705
1976A109-22,1,65.705
DHS793-511.46,1,64.532
DHS793-511-46,1,64.532
1976A109-28,1,64.532
DHS793-511.47,1,64.77
DHS793-511-47,1,64.77
1976A109-29,1,64.77
DHS793-511.55,1,67.6345
DHS793-511-55,1,67.6345
DHS793-511.99,1,65.705
1976A109-27,1,65.705
174-0013-20,10,1.649
174-0014-20,10,2.8475
206C161,2,3.689
EN3545-006B,2,14.6285
EN3545B,2,14.6285
EN3155-019F1614,50,4.437
NSA938152SA1601,50,4.437
EN3155019F1614,50,4.437
DHS715-125.30,20,1.071
DHS711-824.63,50,0.391
DHS711-824-63,50,0.391
DHS711-825.63,10,2.0655
DHS711-825-63,10,2.0655
DHS711-825.65,50,0.425
DHS711-825-65,50,0.425
DHS711-824.62,10,1.343
DHS711-824-62,10,1.343
55211-320DFJ,1,44.4465
EN4114S08WH0,10,3.6635
A0021-25SE08,10,3.6635
ASNA0021-25SE08,10,3.6635
E0449A14,10,3.6635
ASNA0033-112,1,8.5765
MINOXM5,1,8.5765
55220-092-112,1,8.5765
ASNA0032-067,5,10.2595
FLEXINOX2,5,10.2595
55216-047-067,5,10.2595
55216-47-67,5,10.2595
ASNA0032-112,1,14.11
FLEXINOX5,1,14.11
55216-092-112,1,14.11
55216-92-112,1,14.11
ASNA0032-127,1,13.838
FLEXINOX6,1,13.838
55216-107-127,1,13.838
ASNA0032H097,2,12.5545
55216H077-097,2,12.5545
ASNA0032H127,1,13.7445
55216H107-127,1,13.7445
ASNA0032H142,2,15.368
55216H122-142,2,15.368
ASNA0032H187,1,18.8105
55216H167-187,1,18.8105
ASNA0032H202,2,13.3875
55216H182-202,2,13.3875
ASNA0033-157,1,9.928
MINOXM8,1,9.928
55220-137-157,1,9.928
ASNA0033-172,1,13.0475
MINOXM9,1,13.0475
55220-152-172,1,13.0475
ASNA0033-217,2,11.7725
55220-197-217,2,11.7725
ASNA0033H112,1,12.6395
55220H092-112,1,12.6395
ASNA0033H142,10,7.3355
55220H122-142,10,7.3355
ASNA0021-11N06,20,2.38
11N06,20,2.38
A0021-11N06,20,2.38
ASNA0021-11N08,20,2.482
11N08,20,2.482
A0021-11N08,20,2.482
11N8,20,2.482
ASNA0021-11N12,10,1.3685
